,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
7729,744,9.3,0,0.06677066400000001,0,180.5292,8,9,2,2,0,2189.1504
7730,1291,12.3,0,0.186250852,0,37.2874,2,15,0,1,2,176.437
7731,8,16.2,1,0.016639482,0,95.8726,3,26,1,1,0,1076.5986
7732,1103,18.85,2,0.040599962999999996,2,244.0144,6,6,0,2,0,5635.3312
7733,1478,8.01,0,0.070533748,1,34.2532,1,4,0,1,1,467.3916
7734,953,12.857645184135976,1,0.01251245,0,38.748000000000005,9,28,2,0,2,79.896
7735,3,12.857645184135976,1,0.022807826,0,183.495,4,28,0,1,3,4577.375
7736,1509,17.35,1,0.041474232,0,93.0804,7,16,2,0,0,826.9236
7737,1086,12.857645184135976,1,0.055289464,0,222.5088,4,28,0,1,3,7158.6816
7738,195,14.65,2,0.083698962,2,163.4552,1,4,0,1,1,2599.2832
7739,542,12.8,0,0.076045655,0,96.541,8,9,2,2,0,3765.099
7740,1510,12.857645184135976,2,0.116366304,2,158.363,4,28,0,1,3,4068.038
7741,868,6.65,0,0.053279839,0,147.7734,8,9,2,2,0,2078.6276
7742,1556,6.675,2,0.021648305,2,35.6874,3,26,1,1,0,952.7598
7743,107,6.69,1,0.037060755,0,176.83700000000002,1,4,0,1,1,1411.496
7744,284,12.857645184135976,1,0.22460739899999999,0,223.1404,9,28,2,0,2,450.0808
7745,1010,7.6,1,0.14269958800000002,0,171.7448,5,11,0,2,0,4431.5648
7746,803,7.51,0,0.10372663900000001,0,110.6544,3,26,1,1,0,1901.5248
7747,1044,12.857645184135976,1,0.158424516,0,62.4194,4,28,0,1,3,2291.0178
7748,1503,12.857645184135976,1,0.08234117,0,185.7608,9,28,2,0,2,1470.0864
7749,1483,11.0,1,0.08784714099999999,0,156.863,7,16,2,0,0,2972.797
7750,237,12.857645184135976,2,0.158562708,2,194.71099999999998,9,28,2,0,2,196.41099999999997
7751,576,17.25,1,0.047458754000000006,0,95.8068,1,4,0,1,1,1263.6884
7752,493,12.857645184135976,0,0.015385857,0,208.9928,4,28,0,1,3,9678.0688
7753,1233,12.857645184135976,0,0.047377447,1,150.6682,9,28,2,0,2,457.4046
7754,1033,6.36,0,0.120443298,0,45.406000000000006,3,26,1,1,0,1118.5439999999999
7755,1330,11.15,2,0.032229348,2,163.2526,3,26,1,1,0,1480.0734
7756,1017,12.857645184135976,1,0.127638966,0,104.5332,4,28,0,1,3,2563.33
7757,796,18.0,2,0.047473135,2,170.5422,5,11,0,2,0,3103.9596
7758,856,7.825,1,0.149986868,0,158.8288,8,9,2,2,0,1414.1592
7759,1392,14.85,2,0.102065622,2,254.2698,2,15,0,1,2,1775.6886
7760,333,12.857645184135976,0,0.11424304800000001,0,174.937,9,28,2,0,2,176.437
7761,394,20.5,1,0.019183756,0,83.7592,3,26,1,1,0,1403.5064
7762,323,10.395,0,0.112324552,0,60.622,5,11,0,2,0,778.9860000000001
7763,932,12.857645184135976,0,0.068153091,1,36.019,9,28,2,0,2,73.238
7764,1024,13.3,1,0.071597469,0,60.8536,5,11,0,2,0,918.804
7765,547,12.857645184135976,1,0.052473797,0,83.6224,4,28,0,1,3,3494.1184
7766,1250,19.35,1,0.076914745,0,114.8518,5,11,0,2,0,1707.777
7767,1081,16.5,1,0.079837509,0,102.1332,0,14,0,0,0,1743.0644
7768,492,5.63,1,0.024520853999999998,0,102.8306,3,26,1,1,0,1986.0814
7769,413,12.35,0,0.02678995,0,58.9246,1,4,0,1,1,926.7936
7770,91,9.8,2,0.024432767,2,116.4492,5,11,0,2,0,2780.3808
7771,1503,5.305,1,0.047220267999999996,0,181.9608,1,4,0,1,1,2388.8904
7772,11,18.5,1,0.045534457,0,146.3102,0,14,0,0,0,3645.255
7773,1339,10.695,1,0.07048184085069421,0,156.1972,7,16,2,0,0,1869.5664
7774,172,6.525,2,0.090806457,2,86.4882,6,6,0,2,0,1631.8758
7775,1204,12.35,1,0.033813351,0,198.1426,0,14,0,0,0,3757.1094
7776,1051,7.935,2,0.031730739,2,261.091,8,9,2,2,0,2366.919
7777,1277,15.85,1,0.102262138,0,47.1744,2,15,0,1,2,90.5488
7778,925,5.615,2,0.07048184085069421,2,121.973,7,16,2,0,0,2463.46
7779,407,10.5,0,0.052511611,0,90.78299999999999,3,26,1,1,0,1258.362
7780,1436,12.857645184135976,1,0.056713056,0,223.8088,4,28,0,1,3,5592.72
7781,1414,8.85,0,0.053950661,0,182.7292,0,14,0,0,0,4925.5884
7782,157,13.1,1,0.044192372,0,180.3318,7,16,2,0,0,2345.6134
7783,579,12.857645184135976,0,0.046958533,0,101.3016,4,28,0,1,3,2327.6368
7784,1278,15.1,2,0.055829496,2,140.2496,8,9,2,2,0,2681.8424
7785,1048,17.7,1,0.13498355,0,184.4924,3,26,1,1,0,3146.5708
7786,1448,14.65,0,0.07048184085069421,0,49.7692,5,11,0,2,0,837.5764
7787,289,16.35,0,0.032538896,0,165.7842,7,16,2,0,0,2652.5472
7788,245,19.85,0,0.005264755,0,264.5884,6,6,0,2,0,5829.7448
7789,499,6.715,1,0.12183295599999999,0,43.5454,5,11,0,2,0,838.908
7790,683,20.85,0,0.037403973,0,192.5478,7,16,2,0,0,2906.217
7791,762,12.857645184135976,1,0.10400212,0,79.796,4,28,0,1,3,4074.696
7792,1364,17.1,0,0.05416243900000001,0,85.3566,3,26,1,1,0,1775.6886
7793,783,12.857645184135976,0,0.023876707999999996,0,258.6304,9,28,2,0,2,516.6608
7794,698,17.85,0,0.065797601,0,147.805,8,9,2,2,0,1947.465
7795,1084,19.6,2,0.047857804000000004,2,45.077,3,26,1,1,0,605.878
7796,756,12.857645184135976,2,0.048703432000000005,2,125.9336,4,28,0,1,3,7158.6816
7797,939,12.5,2,0.006765149,2,41.7112,7,16,2,0,0,383.5008
7798,1277,15.85,1,0.06121988,0,45.6744,5,11,0,2,0,633.8416
7799,931,6.78,1,0.07048184085069421,0,227.4694,7,16,2,0,0,3197.1716
7800,1420,19.6,1,0.041563696000000004,0,47.6376,8,9,2,2,0,335.5632
7801,33,17.5,0,0.098457814,1,171.7738,6,6,0,2,0,2432.8332
7802,752,20.75,0,0.108930629,0,160.9578,5,11,0,2,0,1444.1202
7803,1271,12.857645184135976,0,0.03046847,0,254.704,4,28,0,1,3,3036.048
7804,213,9.3,0,0.073288275,1,189.1846,2,15,0,1,2,382.1692
7805,1408,17.75,2,0.097692448,2,242.4196,8,9,2,2,0,5543.4508
7806,1074,17.0,0,0.135944247,0,171.5106,0,14,0,0,0,1539.9954
7807,682,12.857645184135976,1,0.123089128,0,63.6484,9,28,2,0,2,65.2484
7808,1433,4.555,1,0.034328578,0,110.1544,3,26,1,1,0,1230.3984
7809,530,10.1,1,0.089688978,0,225.5088,2,15,0,1,2,1342.2528
7810,1003,20.7,1,0.121709653,0,119.7466,0,14,0,0,0,2003.3922
7811,1299,8.785,0,0.020618957,1,153.0656,5,11,0,2,0,4170.5712
7812,1408,17.75,2,0.163548055,2,239.3196,2,15,0,1,2,723.0588
7813,29,12.857645184135976,0,0.17819286399999998,0,54.9956,9,28,2,0,2,109.1912
7814,144,5.465,1,0.048625599000000005,0,129.2626,5,11,0,2,0,1311.626
7815,977,12.857645184135976,0,0.170213676,1,89.5856,9,28,2,0,2,175.7712
7816,79,12.857645184135976,0,0.044829295,0,187.4556,4,28,0,1,3,7510.224
7817,968,12.857645184135976,2,0.11338767699999999,2,156.9604,4,28,0,1,3,1584.604
7818,523,17.75,0,0.058168807,0,249.575,2,15,0,1,2,499.35
7819,8,16.2,1,0.016650191,0,97.4726,8,9,2,2,0,1174.4712
7820,643,20.35,1,0.151044881,0,79.2276,8,9,2,2,0,649.8208
7821,759,8.185,0,0.038948125,0,115.4808,6,6,0,2,0,820.2656
7822,926,20.5,0,0.020688968999999998,0,88.18299999999999,1,4,0,1,1,719.064
7823,774,8.42,2,0.11224978099999999,2,64.3168,8,9,2,2,0,703.0848
7824,461,10.0,0,0.046116319,0,141.81799999999998,6,6,0,2,0,838.908
7825,204,7.5,0,0.050957715,0,122.4072,1,4,0,1,1,2572.6512
7826,43,12.857645184135976,0,0.053211728,0,177.6002,4,28,0,1,3,8417.7094
7827,369,10.6,0,0.011111713999999998,0,43.8454,5,11,0,2,0,671.1264
7828,96,20.6,1,0.077029195,0,177.2344,2,15,0,1,2,892.172
7829,1058,12.857645184135976,0,0.017344678999999998,0,230.801,4,28,0,1,3,5283.1230000000005
7830,1147,16.2,0,0.019457372,1,153.9972,1,4,0,1,1,1246.3776
7831,378,20.25,1,0.012063121000000001,0,183.5924,6,6,0,2,0,2406.2012
7832,948,12.15,2,0.079755214,2,36.6506,1,4,0,1,1,493.3578
7833,838,12.857645184135976,0,0.074830794,0,125.9046,4,28,0,1,3,4482.1656
7834,554,8.21,0,0.044917289000000006,0,88.5198,8,9,2,2,0,1133.8574
7835,1308,6.63,1,0.018310141999999998,0,57.7588,2,15,0,1,2,57.2588
7836,1455,6.935,1,0.041247932,0,101.8332,3,26,1,1,0,2255.7304
7837,1293,12.857645184135976,1,0.0204702,0,88.25399999999999,4,28,0,1,3,2510.0660000000003
7838,987,15.0,1,0.161404914,0,185.8266,8,9,2,2,0,1844.266
7839,71,7.825,2,0.186067862,2,255.4698,7,16,2,0,0,5073.396
7840,1481,10.695,0,0.057792342999999996,0,61.4536,7,16,2,0,0,428.7752
7841,1241,18.85,0,0.07048184085069421,1,162.0578,8,9,2,2,0,3209.156
7842,1094,12.1,1,0.061270647000000004,1,53.2614,0,14,0,0,0,386.8298
7843,602,8.945,1,0.087823675,0,261.091,5,11,0,2,0,3418.883
7844,547,8.975,1,0.05281112,0,86.6224,0,14,0,0,0,1704.4479999999999
7845,1105,20.2,2,0.112495847,2,124.4046,0,14,0,0,0,1120.5414
7846,1358,6.76,1,0.029100745,0,80.696,1,4,0,1,1,559.2719999999999
7847,1192,9.0,2,0.019546214,2,168.1474,5,11,0,2,0,4211.185
7848,1105,20.2,2,0.112549008,2,123.1046,5,11,0,2,0,1120.5414
7849,1221,19.0,2,0.07048184085069421,2,189.1872,7,16,2,0,0,567.2616
7850,1259,15.1,1,0.019917598,0,129.431,3,26,1,1,0,3505.437
7851,469,14.1,0,0.089817198,0,142.7496,0,14,0,0,0,3528.74
7852,1311,20.2,1,0.121442754,0,94.9752,0,14,0,0,0,1342.2528
7853,314,12.857645184135976,1,0.069250192,0,232.9616,4,28,0,1,3,3515.4240000000004
7854,670,12.857645184135976,0,0.159193194,0,92.712,4,28,0,1,3,3635.268
7855,194,12.857645184135976,2,0.07048184085069421,2,98.1726,4,28,0,1,3,978.7260000000001
7856,1373,12.857645184135976,1,0.023209537000000002,0,183.3608,4,28,0,1,3,6064.1064
7857,1558,20.25,2,0.148372897,2,108.8938,5,11,0,2,0,3644.5892
7858,897,14.85,0,0.07048184085069421,0,187.7214,2,15,0,1,2,188.4214
7859,758,20.7,2,0.065689432,2,149.7366,2,15,0,1,2,151.1366
7860,640,5.15,1,0.061301149000000006,0,122.1388,5,11,0,2,0,2352.9372
7861,1199,12.857645184135976,2,0.117825569,2,43.2796,9,28,2,0,2,41.2796
7862,525,12.6,1,0.04152307,0,124.3072,3,26,1,1,0,5022.7952
7863,1139,10.1,0,0.024201905,0,114.915,0,14,0,0,0,2796.36
7864,427,15.25,1,0.066269294,0,179.666,6,6,0,2,0,6471.576
7865,351,10.5,1,0.01100413,0,167.1842,5,11,0,2,0,2984.1156
7866,1224,12.857645184135976,0,0.250560049,0,126.9994,9,28,2,0,2,385.4982
7867,346,14.65,1,0.099113429,0,52.8666,8,9,2,2,0,461.3994
7868,1117,6.885,1,0.140008554,0,108.7228,7,16,2,0,0,2542.0244
7869,305,7.285,2,0.031278532000000005,2,176.0054,1,4,0,1,1,2626.5809999999997
7870,169,11.1,1,0.05373063,0,165.1526,3,26,1,1,0,1480.0734
7871,572,12.857645184135976,2,0.025842951,2,48.6376,4,28,0,1,3,1677.816
7872,407,10.5,0,0.052555345999999996,0,89.68299999999999,7,16,2,0,0,988.7130000000001
7873,861,12.857645184135976,2,0.10178199,2,104.699,9,28,2,0,2,103.199
7874,251,20.75,0,0.021293097,1,151.9024,5,11,0,2,0,2732.4432
7875,780,12.857645184135976,1,0.124668026,0,261.091,4,28,0,1,3,5522.811
7876,175,11.85,1,0.050043472,0,164.6526,3,26,1,1,0,2137.8838
7877,1546,14.0,2,0.024468806000000003,2,41.1454,6,6,0,2,0,503.3448
7878,1352,20.2,2,0.01181025,2,154.634,3,26,1,1,0,4287.752
7879,371,19.0,2,0.027028322999999996,2,127.0336,0,14,0,0,0,3962.8416
7880,1482,16.0,1,0.17261532699999999,0,154.5972,3,26,1,1,0,1869.5664
7881,84,12.857645184135976,1,0.06871772,0,155.563,9,28,2,0,2,469.389
7882,1507,20.85,0,0.032421521,0,181.666,3,26,1,1,0,1438.128
7883,7,19.0,0,0.127983545,0,107.6622,3,26,1,1,0,1270.3464
7884,682,13.0,1,0.070288365,0,64.3484,8,9,2,2,0,2218.4456
7885,461,10.0,0,0.07675510599999999,0,141.618,2,15,0,1,2,139.81799999999998
7886,1359,17.5,0,0.052434201,0,103.999,8,9,2,2,0,1857.582
7887,852,12.857645184135976,2,0.053413906,2,181.766,9,28,2,0,2,179.766
7888,335,19.5,0,0.08301916299999999,0,180.2002,6,6,0,2,0,5193.9058
7889,844,16.1,1,0.080010553,0,124.2362,2,15,0,1,2,377.5086
7890,1009,8.6,2,0.069403341,2,91.2146,8,9,2,2,0,2554.0088
7891,1528,12.857645184135976,1,0.025616191,0,188.1872,4,28,0,1,3,6239.8776
7892,757,20.25,0,0.036326064,1,220.1482,7,16,2,0,0,3066.6748
7893,1244,9.6,0,0.085434195,0,105.02799999999999,6,6,0,2,0,2556.672
7894,1209,11.1,0,0.010658153,0,83.0908,0,14,0,0,0,1593.9252
7895,1059,13.0,2,0.041994899,2,254.7014,1,4,0,1,1,5100.028
7896,120,12.857645184135976,0,0.011556918999999999,0,94.741,4,28,0,1,3,1641.1970000000001
7897,966,20.7,2,0.07048184085069421,2,74.3354,1,4,0,1,1,1880.885
7898,174,5.78,1,0.12411034900000001,0,262.3568,2,15,0,1,2,790.9704
7899,975,5.325,1,0.139244918,0,53.0298,1,4,0,1,1,377.5086
7900,110,7.5,0,0.032599801,0,238.1906,3,26,1,1,0,3327.6684
7901,1143,11.6,1,0.157075658,0,166.6474,0,14,0,0,0,4211.185
7902,1501,12.857645184135976,1,0.018472713999999998,0,109.9544,4,28,0,1,3,5257.1568
7903,1379,6.44,0,0.07048184085069421,0,99.87,5,11,0,2,0,1498.05
7904,1067,12.5,0,0.020739698,0,198.9742,5,11,0,2,0,995.3710000000001
7905,71,7.825,2,0.186825823,2,253.5698,1,4,0,1,1,3805.047
7906,359,6.865,0,0.09512291,0,212.3218,2,15,0,1,2,427.4436
7907,110,7.5,0,0.03269312,0,238.7906,5,11,0,2,0,4040.7402
7908,444,9.8,0,0.013841737,1,45.206,7,16,2,0,0,1211.756
7909,280,19.0,1,0.103449993,0,225.472,7,16,2,0,0,3169.208
7910,1365,8.27,1,0.089554186,0,150.8708,7,16,2,0,0,2407.5328
7911,984,17.85,0,0.052257982,0,121.8072,0,14,0,0,0,2450.144
7912,1524,11.8,1,0.170251293,0,116.4834,8,9,2,2,0,1958.1178
7913,563,20.6,1,0.048131556,0,187.1556,1,4,0,1,1,4693.89
7914,966,20.7,2,0.026899856,2,73.9354,7,16,2,0,0,677.1186
7915,38,15.25,0,0.026663778,0,87.0198,5,11,0,2,0,2442.1544
7916,1085,12.35,1,0.07048184085069421,0,76.2328,7,16,2,0,0,1544.656
7917,693,12.5,1,0.10990084300000001,0,83.0592,3,26,1,1,0,743.0328
7918,647,15.2,2,0.033651278,2,108.9912,0,14,0,0,0,1965.4416
7919,838,18.25,0,0.075311837,0,122.6046,0,14,0,0,0,2988.1104
7920,967,6.71,0,0.07048184085069421,0,218.9166,3,26,1,1,0,2394.8826
7921,1519,12.857645184135976,2,0.039996021,2,176.7686,9,28,2,0,2,888.8430000000001
7922,1308,12.857645184135976,1,0.010886324,0,57.2588,4,28,0,1,3,801.6232
7923,730,12.857645184135976,0,0.04506213,0,167.5474,9,28,2,0,2,1010.6844
7924,1202,12.35,2,0.041729735,2,36.3216,8,9,2,2,0,276.9728
7925,43,6.42,0,0.053426165,0,178.7002,3,26,1,1,0,4477.505
7926,195,14.65,2,0.083488992,2,161.3552,0,14,0,0,0,7148.0288
7927,355,13.65,0,0.07048184085069421,0,229.4668,0,14,0,0,0,4837.7028
7928,35,20.2,1,0.060045008,0,128.3678,1,4,0,1,1,1398.8458
7929,398,12.5,2,0.10402738,2,172.2448,6,6,0,2,0,1874.8928
7930,1545,12.857645184135976,0,0.08353607099999999,0,255.433,4,28,0,1,3,9227.988000000001
7931,1477,5.48,0,0.015169739,0,82.225,1,4,0,1,1,2247.075
7932,1109,12.857645184135976,2,0.028382853,2,109.4596,9,28,2,0,2,647.1576
7933,1094,12.1,1,0.061299600999999995,1,56.2614,5,11,0,2,0,552.614
7934,702,16.7,0,0.07058862099999999,0,107.9912,6,6,0,2,0,1419.4856
7935,1542,16.85,1,0.023201357000000002,0,45.9428,5,11,0,2,0,307.5996
7936,142,7.365,0,0.042626422000000004,0,227.072,0,14,0,0,0,4074.696
7937,494,9.195,0,0.10850167599999999,0,183.6634,6,6,0,2,0,2362.9242
7938,1146,14.3,0,0.122571209,0,122.37299999999999,7,16,2,0,0,985.3839999999999
7939,569,5.32,2,0.093408695,2,101.2674,6,6,0,2,0,2241.0828
7940,1258,12.857645184135976,2,0.032731074,2,235.6906,4,28,0,1,3,5704.5744
7941,850,13.65,1,0.043386130999999994,0,80.2302,2,15,0,1,2,79.2302
7942,1007,12.6,1,0.021969896000000003,0,248.6092,7,16,2,0,0,3237.1196
7943,548,12.857645184135976,2,0.183948465,2,33.6216,4,28,0,1,3,934.7832
7944,705,10.6,1,0.033052168,0,49.7008,7,16,2,0,0,961.4152
7945,1231,12.857645184135976,0,0.054443762,0,184.6582,9,28,2,0,2,185.7582
7946,118,8.6,1,0.040172077,0,188.553,3,26,1,1,0,3795.06
7947,1466,19.85,0,0.175995526,0,224.0772,7,16,2,0,0,1556.6404
7948,283,9.3,0,0.042530668,1,125.5388,6,6,0,2,0,2848.2924
7949,1143,12.857645184135976,1,0.274592283,0,167.8474,9,28,2,0,2,336.8948
7950,77,7.76,0,0.059594017,0,99.67,1,4,0,1,1,1897.53
7951,433,10.895,0,0.136784873,0,265.2568,8,9,2,2,0,4218.5088
7952,1171,10.8,0,0.07048184085069421,1,238.1564,1,4,0,1,1,5243.8408
7953,1499,12.857645184135976,1,0.019912606,0,91.0488,9,28,2,0,2,271.6464
7954,1057,9.195,1,0.04719387,0,52.8666,0,14,0,0,0,1384.1982
7955,859,19.6,0,0.039638705,0,166.0526,0,14,0,0,0,3124.5994
7956,709,15.7,0,0.074083388,0,253.3724,6,6,0,2,0,6795.1548
7957,362,18.85,0,0.09105157900000001,1,127.4336,5,11,0,2,0,894.8352
7958,1066,14.7,0,0.02090277,1,144.5128,3,26,1,1,0,3307.6944
7959,1254,15.0,0,0.15386118099999999,0,108.5938,3,26,1,1,0,1393.5194
7960,1269,21.1,1,0.161504957,0,65.0168,7,16,2,0,0,639.168
7961,1077,17.0,0,0.119871307,0,248.3434,1,4,0,1,1,6208.585
7962,1214,16.7,1,0.069903773,0,188.6214,8,9,2,2,0,565.2642
7963,1009,8.6,2,0.069416467,2,92.5146,7,16,2,0,0,2006.7212
7964,1358,6.76,1,0.02914662,0,79.296,6,6,0,2,0,1118.5439999999999
7965,1489,8.77,1,0.046771477,0,173.9422,7,16,2,0,0,3103.9596
7966,352,12.857645184135976,2,0.092564193,2,53.4956,4,28,0,1,3,2129.2284
7967,557,5.845,1,0.104998144,0,213.2218,8,9,2,2,0,7266.5412
7968,1001,16.7,1,0.119704498,0,181.9976,5,11,0,2,0,5432.928000000001
7969,26,11.65,0,0.03242518,1,38.8164,2,15,0,1,2,77.2328
7970,407,12.857645184135976,0,0.052300844000000006,0,88.28299999999999,4,28,0,1,3,2157.192
7971,589,14.3,0,0.026362623999999998,0,78.3302,0,14,0,0,0,1267.6832
7972,1497,12.857645184135976,0,0.07048184085069421,0,45.7428,4,28,0,1,3,615.1992
7973,526,8.355,0,0.18755862899999998,0,148.0418,7,16,2,0,0,1471.418
7974,1189,13.15,0,0.04376368,0,183.095,7,16,2,0,0,1830.95
7975,613,19.25,1,0.07048184085069421,0,82.5908,5,11,0,2,0,922.7988
7976,685,5.035,1,0.08007260299999999,0,228.2036,5,11,0,2,0,2504.7396
7977,953,15.85,1,0.007146415,0,41.048,7,16,2,0,0,798.96
7978,703,15.35,0,0.096317593,1,197.3768,3,26,1,1,0,3350.3056
7979,1067,12.5,0,0.020729901999999998,0,197.2742,0,14,0,0,0,3782.4098
7980,1125,18.35,1,0.15783357,0,87.5882,2,15,0,1,2,171.7764
7981,351,12.857645184135976,1,0.010928678,0,167.0842,4,28,0,1,3,6465.5838
7982,1127,20.5,0,0.036110222000000004,0,120.1756,3,26,1,1,0,2059.9852
7983,146,13.85,0,0.030842962999999998,1,143.1154,0,14,0,0,0,2552.6772
7984,684,4.59,0,0.07048184085069421,1,111.186,5,11,0,2,0,1245.046
7985,34,10.0,2,0.089078338,2,147.1102,3,26,1,1,0,2916.204
7986,1357,12.35,0,0.100164204,0,113.6518,1,4,0,1,1,1593.9252
7987,464,12.857645184135976,1,0.045763622999999996,0,43.8744,4,28,0,1,3,1222.4088
7988,551,20.0,1,0.10399676,0,107.4622,3,26,1,1,0,1587.933
7989,296,13.8,1,0.057104065999999995,0,232.6984,1,4,0,1,1,1390.1904
7990,141,9.5,0,0.041971264,1,33.39,5,11,0,2,0,732.38
7991,202,5.425,1,0.11447240300000001,0,88.3514,7,16,2,0,0,2833.6448
7992,79,16.75,0,0.045117476,0,187.9556,0,14,0,0,0,2440.8228
7993,1100,19.2,1,0.07048184085069421,0,223.8062,5,11,0,2,0,5642.655
7994,1347,10.5,2,0.02727641,2,171.3106,7,16,2,0,0,3593.3226
7995,1351,12.85,1,0.152747503,0,252.0382,1,4,0,1,1,4037.4112
7996,565,12.857645184135976,2,0.060706749000000004,2,127.50200000000001,9,28,2,0,2,379.506
7997,1033,6.36,0,0.120788077,0,45.706,5,11,0,2,0,838.908
7998,1380,12.857645184135976,1,0.076851759,0,111.85700000000001,9,28,2,0,2,109.85700000000001
7999,313,14.5,1,0.063810405,0,263.2594,3,26,1,1,0,2878.2534
8000,1114,7.02,0,0.081328781,0,150.0734,5,11,0,2,0,4454.202
8001,661,7.42,0,0.020387989,0,247.1092,8,9,2,2,0,4233.1564
8002,215,17.25,2,0.113518466,2,253.5724,7,16,2,0,0,5033.448
8003,307,18.75,0,0.052917345,0,190.6504,5,11,0,2,0,1342.2528
8004,255,20.25,1,0.018911473999999998,0,220.5772,6,6,0,2,0,2446.1492
8005,408,12.65,1,0.075981306,0,192.3846,3,26,1,1,0,1910.846
8006,889,12.5,2,0.018848862,2,96.7384,7,16,2,0,0,2167.8448
8007,884,12.8,0,0.116527666,0,261.4252,2,15,0,1,2,262.3252
8008,370,6.655,0,0.07048184085069421,0,212.4586,6,6,0,2,0,2743.7618
8009,1522,10.3,0,0.070040195,0,263.0226,7,16,2,0,0,4229.1616
8010,180,14.6,2,0.059827007,2,239.2538,6,6,0,2,0,3605.3070000000002
8011,1176,9.195,1,0.051827122999999996,0,77.4644,1,4,0,1,1,1414.1592
8012,648,13.65,0,0.03595391,0,185.2924,8,9,2,2,0,3146.5708
8013,376,7.935,0,0.017182935,0,51.235,0,14,0,0,0,848.895
8014,1361,20.75,0,0.007546808,0,104.1622,3,26,1,1,0,1693.7952
8015,517,15.1,1,0.10583111699999999,0,41.6796,0,14,0,0,0,784.3124
8016,1292,12.857645184135976,0,0.018275994,0,115.2808,9,28,2,0,2,117.1808
8017,221,10.1,0,0.027064381000000002,0,76.367,7,16,2,0,0,765.67
8018,541,12.857645184135976,1,0.07048184085069421,0,100.3674,4,28,0,1,3,1833.6132
8019,338,16.75,0,0.06063976,0,173.0106,0,14,0,0,0,3593.3226
8020,496,9.13,2,0.051847425,2,152.8024,7,16,2,0,0,1214.4192
8021,858,8.235,2,0.014518575,2,182.195,1,4,0,1,1,2380.235
8022,111,16.85,1,0.159722816,0,194.1478,3,26,1,1,0,5812.434
8023,574,12.857645184135976,2,0.05911748,2,181.5976,4,28,0,1,3,4165.2448
8024,644,17.35,2,0.020555958,2,79.4618,8,9,2,2,0,1772.3596
8025,229,12.857645184135976,0,0.17138350600000002,0,50.5324,9,28,2,0,2,207.7296
8026,1298,14.5,2,0.090286009,2,159.9604,6,6,0,2,0,2218.4456
8027,761,14.5,0,0.061986574,1,153.0998,7,16,2,0,0,4921.5936
8028,103,9.395,0,0.160235723,1,227.872,6,6,0,2,0,1584.604
8029,53,7.905,0,0.010032624,0,248.3408,5,11,0,2,0,751.0224
8030,744,12.857645184135976,0,0.116928924,0,183.3292,9,28,2,0,2,364.8584
8031,739,12.857645184135976,2,0.011835436000000001,2,121.37299999999999,9,28,2,0,2,246.34599999999998
8032,229,8.5,0,0.09788471800000001,0,52.5324,7,16,2,0,0,1194.4452
8033,1536,8.3,1,0.038204311,0,87.7198,8,9,2,2,0,1831.6158
8034,239,7.975,0,0.014631149,0,84.525,7,16,2,0,0,416.125
8035,690,13.5,1,0.16004458900000001,0,145.4102,5,11,0,2,0,3499.4448
8036,772,12.857645184135976,2,0.02930277,2,256.1646,4,28,0,1,3,5926.2858
8037,807,5.785,1,0.040351229,0,181.36599999999999,8,9,2,2,0,1977.4260000000002
8038,141,9.5,0,0.042123243,1,32.09,6,6,0,2,0,432.77
8039,247,16.75,0,0.08148512599999999,0,258.0988,5,11,0,2,0,8994.958
8040,856,12.857645184135976,1,0.149288779,0,158.4288,4,28,0,1,3,2985.4472
8041,1300,17.6,1,0.07048184085069421,0,46.006,7,16,2,0,0,326.242
8042,1460,18.2,1,0.06656712099999999,0,250.2092,1,4,0,1,1,2988.1104
8043,113,11.6,0,0.068535039,1,143.0154,2,15,0,1,2,283.6308
8044,359,6.865,0,0.057062185999999994,0,212.0218,1,4,0,1,1,2350.9398
8045,773,7.275,0,0.027991092999999998,0,145.976,0,14,0,0,0,3515.4240000000004
8046,1267,18.2,0,0.089901774,0,197.511,7,16,2,0,0,392.82199999999995
8047,882,13.5,0,0.07048184085069421,1,189.1872,8,9,2,2,0,1890.872
8048,932,9.0,0,0.038892859,1,36.119,3,26,1,1,0,1098.57
8049,478,19.1,0,0.045270425999999996,1,38.8138,3,26,1,1,0,731.0484
8050,1548,17.85,1,0.020942867,0,260.2936,8,9,2,2,0,4175.8976
8051,791,10.3,1,0.030693756000000003,0,114.2176,1,4,0,1,1,2175.8344
8052,1447,6.38,2,0.015162573,2,145.14700000000002,7,16,2,0,0,3006.087
8053,203,12.857645184135976,1,0.07048184085069421,0,37.0506,4,28,0,1,3,986.7156
8054,1430,15.0,2,0.11946118800000001,2,126.3362,2,15,0,1,2,503.3448
8055,294,15.1,0,0.09515808099999999,0,159.2604,7,16,2,0,0,2852.2872
8056,1476,16.2,2,0.050545502,2,191.6162,1,4,0,1,1,1731.7458
8057,1444,5.945,2,0.093405156,2,129.3652,1,4,0,1,1,4391.6168
8058,1157,11.8,1,0.179191782,0,224.2772,2,15,0,1,2,667.1316
8059,872,19.7,1,0.160951491,0,256.1014,0,14,0,0,0,3060.0168
8060,259,12.857645184135976,0,0.10215795800000001,0,145.0128,9,28,2,0,2,143.8128
